name,age,height,position,foot,current club,09/10 date,09/10 left,09/10 joined,09/10 mv,09/10 fee,10/11 date,10/11 left,10/11 joined,10/11 mv,10/11 fee,11/12 date,11/12 left,11/12 joined,11/12 mv,11/12 fee,12/13 date,12/13 left,12/13 joined,12/13 mv,12/13 fee,15/16 date,15/16 left,15/16 joined,15/16 mv,15/16 fee,17/18 date,17/18 left,17/18 joined,17/18 mv,17/18 fee,current league,01/02 date,01/02 left,01/02 joined,01/02 mv,01/02 fee,06/07 date,06/07 left,06/07 joined,06/07 mv,06/07 fee,14/15 date,14/15 left,14/15 joined,14/15 mv,14/15 fee,16/17 date,16/17 left,16/17 joined,16/17 mv,16/17 fee,03/04 date,03/04 left,03/04 joined,03/04 mv,03/04 fee,04/05 date,04/05 left,04/05 joined,04/05 mv,04/05 fee,05/06 date,05/06 left,05/06 joined,05/06 mv,05/06 fee,07/08 date,07/08 left,07/08 joined,07/08 mv,07/08 fee,08/09 date,08/09 left,08/09 joined,08/09 mv,08/09 fee,13/14 date,13/14 left,13/14 joined,13/14 mv,13/14 fee,19/20 date,19/20 left,19/20 joined,19/20 mv,19/20 fee,18/19 mv,18/19 date,18/19 left,18/19 joined,18/19 fee,02/03 date,02/03 left,02/03 joined,02/03 mv,02/03 fee,98/99 date,98/99 left,98/99 joined,98/99 mv,98/99 fee,99/00 date,99/00 left,99/00 joined,99/00 mv,99/00 fee,00/01 date,00/01 left,00/01 joined,00/01 mv,00/01 fee,97/98 date,97/98 left,97/98 joined,97/98 mv,97/98 fee
Joel Matip,28,195.0,Defender - Centre-Back,right,Liverpool FC,"Nov 1, 2009",Schalke 04 U19,FC Schalke 04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Schalke 04 Yth.,Schalke 04 U17,0,0,,,,,,"Jul 1, 2016",FC Schalke 04,Liverpool,"18,00 mil. €",Free transfer,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Schalke 04 U17,Schalke 04 U19,0,0,,,,,,,,,,,,,,,,,,,,,"Jul 1, 1998",SC Weitmar Yth.,VfL Bochum Yth.,0.0,Free transfer,,,,,,"Jul 1, 2000",VfL Bochum Yth.,Schalke 04 Yth.,0.0,Free transfer,,,,,
Dejan Lovren,30,188.0,Defender - Centre-Back,right,Liverpool FC,"Jan 13, 2010",Dinamo Zagreb,Olympique Lyon,"2,50 mil. €","8,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 17, 2006",Dinamo Zagreb,Inter Zapresic,800 K €,Loan,"Jul 27, 2014",Southampton,Liverpool,"12,00 mil. €","25,30 mil. €",,,,,,,,,,,,,,,,"Jan 1, 2006",Din. Zagreb U17,Dinamo Zagreb,0,0,"Jun 30, 2008",Inter Zapresic,Dinamo Zagreb,"1,10 mil. €",End of loan,,,,,,"Jul 1, 2013",Olympique Lyon,Southampton,"7,00 mil. €","10,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sepp van den Berg,17,189.0,Defender - Centre-Back,right,Liverpool FC,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 1, 2017Jul 1, 2017",PEC Zwolle U17PEC Youth,PEC Zwolle U19PEC Zwolle U17,0,0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",PEC Zwolle,Liverpool,"2,00 mil. €","1,90 mil. €",500 K €,"Jul 1, 2018",PEC Zwolle U19,PEC Zwolle,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Robertson,25,178.0,Defender - Left-Back,left,Liverpool FC,,,,,,,,,,,,,,,,"Jul 1, 2012",Queen's P. U20,Queen's Park,0,0,,,,,,"Jul 21, 2017",Hull City,Liverpool,"7,00 mil. €","9,00 mil. €",Premier League,,,,,,,,,,,"Jul 29, 2014",Dundee United,Hull City,600 K €,"3,60 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Queen's Park,Dundee United,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Alexander-Arnold,21,180.0,Defender - Right-Back,right,Liverpool FC,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,Premier League,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathaniel Clyne,28,175.0,Defender - Right-Back,right,Liverpool FC,,,,,,,,,,,,,,,,"Jul 18, 2012",Crystal Palace,Southampton,"2,00 mil. €","3,20 mil. €","Jul 1, 2015",Southampton,Liverpool,"17,00 mil. €","17,70 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Palace U18,Crystal Palace,0,0,,,,,,,,,,,"15,00 mil. €15,00 mil. €","May 31, 2019Jan 4, 2019",BournemouthLiverpool,LiverpoolBournemouth,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Fabinho,25,188.0,Midfielder - Defensive Midfield,right,Liverpool FC,,,,,,,,,,,,,,,,"Jun 30, 2013Jul 19, 2012Jul 1, 2012",RM CastillaRio Ave FCFluminense U20,Rio Ave FCRM CastillaRio Ave FC,,End of loanLoan510 K €,"Jul 1, 2015",Rio Ave FC,Monaco,,"6,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jun 30, 2015",Monaco,Rio Ave FC,,End of loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 19, 2013",Rio Ave FC,Monaco,,Loan,,,,,,,"Jul 1, 2018",Monaco,Liverpool,"45,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Georginio Wijnaldum,28,175.0,Midfielder - Central Midfield,right,Liverpool FC,,,,,,,,,,,"Jul 1, 2011",Feyenoord,PSV Eindhoven,"6,50 mil. €","5,00 mil. €",,,,,,"Jul 11, 2015",PSV Eindhoven,Newcastle,"15,00 mil. €","20,00 mil. €",,,,,,Premier League,,,,,,"Jul 1, 2006",Feyenoord U17,Feyenoord U19,0,0,,,,,,"Jul 22, 2016",Newcastle,Liverpool,"20,00 mil. €","27,50 mil. €",,,,,,"Jul 1, 2004",Sparta Youth,Feyenoord Youth,0,Free transfer,"Jul 1, 2005",Feyenoord Youth,Feyenoord U17,0,0,"Jul 1, 2007",Feyenoord U19,Feyenoord,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naby Keïta,24,172.0,Midfielder - Central Midfield,right,Liverpool FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",FC Istres,RB Salzburg,0,,"Jul 1, 2016",RB Salzburg,RB Leipzig,"11,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nov 27, 2013Aug 30, 2013",Istres FC BHoroya AC,FC IstresIstres FC B,0,,,,,,,"65,00 mil. €","Jul 1, 2018",RB Leipzig,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Henderson,29,187.0,Midfielder - Central Midfield,right,Liverpool FC,,,,,,,,,,,"Jul 1, 2011",Sunderland,Liverpool,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Sunderland Yth.,Sunderland U18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apr 6, 2009Jan 29, 2009Jul 1, 2008",CoventrySunderlandSunderland U18,SunderlandCoventrySunderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Oxlade-Chamberlain,26,175.0,Midfielder - Central Midfield,right,Liverpool FC,"Jul 1, 2009",Southampton Yth,Southampton U18,0,0,"Jul 1, 2010",Southampton U18,Southampton,50 K €,0,"Aug 8, 2011",Southampton,Arsenal,"2,50 mil. €","13,80 mil. €",,,,,,,,,,,"Aug 31, 2017",Arsenal,Liverpool,"22,00 mil. €","38,00 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Milner,33,175.0,Midfielder - Central Midfield,right,Liverpool FC,,,,,,"Aug 17, 2010",Aston Villa,Man City,"20,00 mil. €","22,00 mil. €",,,,,,,,,,,"Jul 1, 2015",Man City,Liverpool,"14,00 mil. €",Free transfer,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,"Oct 2, 2003Sep 4, 2003",Swindon TownLeeds,LeedsSwindon Town,0.0,End of loanLoan,"Jul 2, 2004",Leeds,Newcastle,0,"7,40 mil. €","May 8, 2006Aug 31, 2005",Aston VillaNewcastle,NewcastleAston Villa,"4,70 mil. €5,50 mil. €",End of loanLoan,,,,,,"Aug 29, 2008",Newcastle,Aston Villa,"8,50 mil. €","15,00 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2002",Leeds U18,Leeds,0.0,0,,,,,,,,,,,,,,,,,,,,
Adam Lallana,31,172.0,Midfielder - Attacking Midfield,both,Liverpool FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Southampton U18,Southampton,0,0,"Jul 1, 2014",Southampton,Liverpool,"7,50 mil. €","31,00 mil. €",,,,,,,,,,,,,,,,,,,,,"Nov 1, 2007Oct 1, 2007",BournemouthSouthampton,SouthamptonBournemouth,50 K €50 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadio Mané,27,174.0,Forward - Left Winger,right,Liverpool FC,,,,,,,,,,,"Jan 1, 2012Jul 1, 2011",FC Metz BGénération Foot,FC MetzFC Metz B,0,,"Aug 31, 2012",FC Metz,RB Salzburg,500 K €,,,,,,,,,,,,Premier League,,,,,,,,,,,"Sep 1, 2014",RB Salzburg,Southampton,"7,50 mil. €",,"Jul 1, 2016",Southampton,Liverpool,"20,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Salah,27,175.0,Forward - Right Winger,left,Liverpool FC,"May 1, 2010",Arab Contr. U19,Arab Contr.,0,0,,,,,,,,,,,"Jul 1, 2012",Arab Contr.,FC Basel,"1,50 mil. €","2,50 mil. €","Jun 30, 2016Aug 6, 2015",AS RomaChelsea,ChelseaAS Roma,"23,00 mil. €18,00 mil. €","End of loanLoan fee:5,00 mil. €","Jul 1, 2017",AS Roma,Liverpool,"35,00 mil. €","42,00 mil. €",Premier League,,,,,,,,,,,"Jun 30, 2015Feb 2, 2015",FiorentinaChelsea,ChelseaFiorentina,"12,00 mil. €13,00 mil. €",End of loanLoan,"Jul 1, 2016",Chelsea,AS Roma,"23,00 mil. €","15,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 26, 2014",FC Basel,Chelsea,"8,50 mil. €","16,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xherdan Shaqiri,28,169.0,Forward - Right Winger,left,Liverpool FC,"Jul 1, 2009",FC Basel U21,FC Basel,50 K €,0,,,,,,,,,,,"Jul 1, 2012",FC Basel,Bayern Munich,"12,50 mil. €","11,80 mil. €","Aug 11, 2015Jul 1, 2015",InterBayern Munich,Stoke CityInter,"17,00 mil. €17,00 mil. €","17,00 mil. €15,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jun 30, 2015Jan 9, 2015",InterBayern Munich,Bayern MunichInter,"18,00 mil. €20,00 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2007",FC Basel U16,FC Basel U18,0,0,"Jul 1, 2008",FC Basel U18,FC Basel U21,0,0,,,,,,,,,,,"18,00 mil. €","Jul 13, 2018",Stoke City,Liverpool,"14,70 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Firmino,28,181.0,Forward - Centre-Forward,right,Liverpool FC,"Apr 1, 2010Mar 31, 2010Jan 1, 2010",TombenseFigueirense FCFigueirense U17,Figueirense FCTombenseFigueirense FC,0,,"Jan 1, 2011Dec 31, 2010",TombenseFigueirense FC,TSG HoffenheimTombense,0,,,,,,,,,,,,"Jul 1, 2015",TSG Hoffenheim,Liverpool,"25,00 mil. €",,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divock Origi,24,185.0,Forward - Centre-Forward,right,Liverpool FC,,,,,,"Jul 1, 2010",KRC Genk Youth,LOSC Lille Yth.,0,?,"Jul 1, 2011",LOSC Lille Yth.,LOSC Lille U19,0,0,"Jul 1, 2012",LOSC Lille U19,LOSC Lille B,0,0,,,,,,"Jun 30, 2018Aug 31, 2017",VfL WolfsburgLiverpool,LiverpoolVfL Wolfsburg,"10,00 mil. €12,00 mil. €","End of loanLoan fee:6,50 mil. €",Premier League,,,,,,,,,,,"Jun 30, 2015Jul 30, 2014Jul 29, 2014",LOSC LilleLiverpoolLOSC Lille,LiverpoolLOSC LilleLiverpool,"9,00 mil. €1,00 mil. €1,00 mil. €","End of loanLoan12,63 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",LOSC Lille B,LOSC Lille,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Lloris,32,188.0,Goalkeeper,left,Tottenham Hotspur,,,,,,,,,,,,,,,,"Aug 31, 2012",Olympique Lyon,Spurs,"19,00 mil. €","12,60 mil. €",,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2004",Nizza U19,OGC Nice B,0,0,"Jul 1, 2005",OGC Nice B,OGC Nice,250 K €,0,,,,,,"Jul 1, 2008",OGC Nice,Olympique Lyon,"8,50 mil. €","8,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Gazzaniga,27,195.0,Goalkeeper,right,Tottenham Hotspur,"Jul 1, 2009",Valencia CF You,Valencia U19,0,0,,,,,,"Jul 28, 2011",Valencia U19,Gillingham FC,0,Free transfer,"Jul 20, 2012",Gillingham FC,Southampton,0,"3,15 mil. €",,,,,,"Aug 23, 2017",Southampton,Spurs,"1,00 mil. €",?,Premier League,,,,,,,,,,,,,,,,"Jun 30, 2017Jul 29, 2016",Rayo VallecanoSouthampton,SouthamptonRayo Vallecano,"1,00 mil. €1,00 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Vorm,35,183.0,Goalkeeper,right,Tottenham Hotspur,,,,,,,,,,,"Aug 1, 2011",FC Utrecht,Swansea,"5,00 mil. €","1,70 mil. €",,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 23, 2014",Swansea,Spurs,"7,00 mil. €","5,69 mil. €",,,,,,,,,,,,,,,,"Jun 30, 2006Jul 1, 2005",FC Den BoschUtrecht U21,FC UtrechtFC Den Bosch,0,End of loanLoan,,,,,,,,,,,,,,,,"Oct 14, 2019Jul 1, 2019",Without ClubSpurs,SpursWithout Club,"1,00 mil. €1,00 mil. €",0.0,,,,,,"Jul 1, 2002",FC Utrecht U19,Utrecht U21,0.0,0,,,,,,,,,,,,,,,,,,,,
Davinson SÃ¡nchez,23,187.0,Defender - Centre-Back,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 23, 2017",Ajax,Spurs,"25,00 mil. â‚¬","40,00 mil. â‚¬",Premier League,,,,,,,,,,,"Jul 1, 2014",Nacional U20,Atl. Nacional,0,0,"Jul 28, 2016",Atl. Nacional,Ajax,550 K â‚¬,"5,00 mil. â‚¬",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",CD AmÃ©rica U20,Nacional U20,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toby Alderweireld,30,186.0,Defender - Centre-Back,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,"Jul 8, 2015",Atlético Madrid,Spurs,,"16,00 mil. €",,,,,,Premier League,,,,,,"Jul 1, 2006",Ajax U17,Ajax U19,,0,"Jun 30, 2015Sep 1, 2014",SouthamptonAtlético Madrid,Atlético MadridSouthampton,,End of loanLoan,,,,,,,,,,,"Jul 1, 2004",GBA Youth,Ajax Amsterdam,,Free transfer,"Jul 1, 2005",Ajax Amsterdam,Ajax U17,,0,,,,,,"Jan 1, 2009Jul 1, 2008",Ajax U21Ajax U19,AjaxAjax U21,,0,"Sep 2, 2013",Ajax,Atlético Madrid,,"7,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Vertonghen,32,189.0,Defender - Centre-Back,left,Tottenham Hotspur,,,,,,,,,,,,,,,,"Jul 12, 2012",Ajax,Spurs,,,,,,,,,,,,,Premier League,,,,,,"Jun 30, 2007Jan 31, 2007Jul 1, 2006",RKC WaalwijkAjaxAjax U21,AjaxRKC WaalwijkAjax,,,,,,,,,,,,,"Jul 1, 2003",GBA Youth,Ajax U17,,,"Jul 1, 2004",Ajax U17,Ajax U19,,,"Jul 1, 2005",Ajax U19,Ajax U21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Foyth,21,187.0,Defender - Centre-Back,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 30, 2017",Estudiantes,Spurs,"5,00 mil. €","13,00 mil. €",Premier League,,,,,,,,,,,,,,,,"Jan 1, 2017",Estudiantes II,Estudiantes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Rose,29,173.0,Defender - Left-Back,left,Tottenham Hotspur,"Nov 11, 2009Sep 29, 2009",PeterboroughSpurs,SpursPeterborough,500 K €500 K €,End of loanLoan,"Feb 22, 2011Sep 9, 2010",Bristol CitySpurs,SpursBristol City,500 K €500 K €,End of loanLoan,,,,,,"May 31, 2013Aug 31, 2012",SunderlandSpurs,SpursSunderland,"5,00 mil. €3,00 mil. €",End of loanLoan,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 25, 2007",Leeds U18,Spurs,0,"1,00 mil. €","May 31, 2009Mar 24, 2009",WatfordSpurs,SpursWatford,500 K €500 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Davies,26,181.0,Defender - Left-Back,left,Tottenham Hotspur,"Jul 1, 2009",Swansea Yth.,Swansea U18,0,0,,,,,,"Jul 1, 2011",Swansea U18,Swansea U21,0,0,"Jul 1, 2012",Swansea U21,Swansea,0,0,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 23, 2014",Swansea,Spurs,"5,50 mil. €","12,65 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2005",Viborg FF Youth,Swansea Yth.,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2002",Swansea Yth.,Viborg FF Youth,0.0,Free transfer,,,,,,,,,,,,,,,,,,,,
Serge Aurier,26,176.0,Defender - Right-Back,right,Tottenham Hotspur,"Dec 1, 2009",RC Lens U19,RC Lens B,0,0,"Jul 1, 2010",RC Lens B,Lens,0,0,"Jan 26, 2012",Lens,Toulouse,"2,00 mil. €","1,30 mil. €",,,,,,"Jul 1, 2015",Toulouse,Paris SG,"10,00 mil. €","10,00 mil. €","Aug 31, 2017",Paris SG,Spurs,"15,00 mil. €","25,00 mil. €",Premier League,,,,,,,,,,,"Jun 30, 2015Jul 23, 2014",Paris SGToulouse,ToulouseParis SG,"10,00 mil. €6,50 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Walker-Peters,22,173.0,Defender - Right-Back,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Premier League,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Dier,25,188.0,Midfielder - Defensive Midfield,right,Tottenham Hotspur,"Jul 1, 2009",Sporting Sub-15,Sporting Sub17,0,,"Jan 20, 2011Jul 1, 2010",Sporting U19Sporting Sub17,Everton U18Sporting U19,0,,"Jun 30, 2012",Everton U18,Sporting U19,0,,"Jul 1, 2012",Sporting U19,Sporting CP,0,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 31, 2014",Sporting CP,Spurs,"3,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Wanyama,28,184.0,Midfielder - Defensive Midfield,right,Tottenham Hotspur,,,,,,,,,,,"Jul 4, 2011",Beerschot AC,Celtic,"1,20 mil. €","1,10 mil. €",,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Nairobi City Stars,AFC Leopards,0,Free transfer,,,,,,"Jul 1, 2016",Southampton,Spurs,"15,00 mil. €","14,40 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2007",AFC Leopards,Helsingborg U21,0,Free transfer,"Jul 1, 2008",Helsingborg U21,Germ. Beerschot,0,Free transfer,"Jul 11, 2013",Celtic,Southampton,"5,00 mil. €","14,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Skipp,19,175.0,Midfielder - Defensive Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Premier League,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tanguy Ndombélé,22,181.0,Midfielder - Central Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2018Aug 31, 2017",Olympique LyonSC Amiens,SC AmiensOlympique Lyon,"25,00 mil. €1,00 mil. €","End of loanLoan fee:2,00 mil. €",Premier League,,,,,,,,,,,"Jul 1, 2014",EA Guingamp U19,SC Amiens B,0,Free transfer,"Jul 1, 2016",SC Amiens B,SC Amiens,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 2, 2019",Olympique Lyon,Spurs,"65,00 mil. €","60,00 mil. €","25,00 mil. €","Jul 1, 2018",SC Amiens,Olympique Lyon,"8,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Giovani Lo Celso,23,177.0,Midfielder - Central Midfield,left,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",CA Rosario U19,CA Rosario,0,0,,,,,,Premier League,,,,,,,,,,,,,,,,"Dec 31, 2016Jul 27, 2016Jul 26, 2016",CA RosarioParis SGCA Rosario,Paris SGCA RosarioParis SG,"10,00 mil. €7,50 mil. €7,50 mil. €","End of loanLoan10,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 8, 2019Jul 1, 2019",Real BetisParis SG,SpursReal Betis,"50,00 mil. €50,00 mil. €","Loan fee:16,00 mil. €22,00 mil. €","50,00 mil. €30,00 mil. €","Jun 30, 2019Aug 31, 2018",Real BetisParis SG,Paris SGReal Betis,"End of loanLoan fee:3,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Harry Winks,23,178.0,Midfielder - Central Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Sissoko,30,187.0,Midfielder - Central Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,"Jan 21, 2013",Toulouse,Newcastle,"10,00 mil. €","2,00 mil. €",,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",FC Toulouse U19,Toulouse B,0,0,,,,,,"Aug 31, 2016",Newcastle,Spurs,"13,00 mil. €","35,00 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2007",Toulouse B,Toulouse,150 K €,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Sessegnon,19,178.0,Midfielder - Left Midfield,left,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",Fulham Youth,Fulham U18,0,0,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Fulham U18,Fulham,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 8, 2019",Fulham,Spurs,"35,00 mil. €","27,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Eriksen,27,182.0,Midfielder - Attacking Midfield,both,Tottenham Hotspur,"Jan 1, 2010",Ajax U19,Ajax,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2009",Odense BK Youth,Ajax U19,0,"1,50 mil. €","Aug 30, 2013",Ajax,Spurs,"18,00 mil. €","13,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dele Alli,23,188.0,Midfielder - Attacking Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"May 31, 2015Feb 3, 2015Feb 2, 2015",MK DonsSpursMK Dons,SpursMK DonsSpurs,"5,00 mil. €2,00 mil. €2,00 mil. €","End of loanLoan6,63 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",MK Dons U18,MK Dons,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heung-min Son,27,184.0,Forward - Left Winger,both,Tottenham Hotspur,"Dec 31, 2009Jul 2, 2009Jul 1, 2009",FC Seoul Yth.Hamburg U19Hamburg U17,Hamburg U19FC Seoul Yth.Hamburg U19,0,,"Jul 1, 2010",Hamburg U19,Hamburger SV,0,,,,,,,,,,,,"Aug 28, 2015",Bay. Leverkusen,Spurs,"16,00 mil. €",,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 1, 2008",FC Seoul Yth.,Hamburg U17,0,,"Jul 1, 2013",Hamburger SV,Bay. Leverkusen,"14,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Moura,27,172.0,Forward - Right Winger,right,Tottenham Hotspur,,,,,,"Aug 1, 2010",FC São Paulo B,São Paulo,0,0,,,,,,"Jan 1, 2013",São Paulo,Paris SG,"35,00 mil. €","40,00 mil. €",,,,,,"Jan 31, 2018",Paris SG,Spurs,"28,00 mil. €","28,40 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2009",São Paulo U17,FC São Paulo B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
